Gender,Age,Country
Male,22-24,Turkey
Male,45-49,Turkey
Female,25-29,Turkey
Female,25-29,Turkey
Male,40-44,Turkey
Male,25-29,Turkey
Male,25-29,Turkey
Male,40-44,Turkey
Male,25-29,Turkey
Male,22-24,Turkey
Male,22-24,Turkey
Male,22-24,Turkey
Male,50-54,Turkey
Male,25-29,Turkey
Male,22-24,Turkey
Female,40-44,Turkey
Male,45-49,Turkey
Male,25-29,Turkey
Male,22-24,Turkey
Male,45-49,Turkey
Male,25-29,Turkey
Male,30-34,Turkey
Male,30-34,Turkey
Male,25-29,Turkey
Male,40-44,Turkey
Male,25-29,Turkey
Male,25-29,Turkey
Male,40-44,Turkey
Male,22-24,Turkey
Male,25-29,Turkey
Female,25-29,Turkey
Female,30-34,Turkey
Male,25-29,Turkey
Female,45-49,Turkey
Male,40-44,Turkey
Male,25-29,Turkey
Male,22-24,Turkey
Male,25-29,Turkey
Male,30-34,Turkey
Male,45-49,Turkey
Male,30-34,Turkey
Male,25-29,Turkey
Male,22-24,Turkey
Male,35-39,Turkey
Male,22-24,Turkey
Male,22-24,Turkey
Male,25-29,Turkey
Male,30-34,Turkey
Male,22-24,Turkey
Male,30-34,Turkey
Male,40-44,Turkey
Male,22-24,Turkey
Male,25-29,Turkey
Male,22-24,Turkey
Female,22-24,Turkey
Male,25-29,Turkey
Male,22-24,Turkey
Female,25-29,Turkey
Male,22-24,Turkey
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,40-44,Ukraine
Male,22-24,Ukraine
Male,22-24,Ukraine
Male,30-34,Ukraine
Male,35-39,Ukraine
Male,25-29,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,30-34,Ukraine
Female,18-21,Ukraine
Male,35-39,Ukraine
Male,35-39,Ukraine
Male,40-44,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Male,35-39,Ukraine
Male,40-44,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,50-54,Ukraine
Male,18-21,Ukraine
Male,22-24,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Female,18-21,Ukraine
Male,22-24,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,30-34,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Female,35-39,Ukraine
Male,25-29,Ukraine
Male,35-39,Ukraine
Male,45-49,Ukraine
Male,22-24,Ukraine
Female,18-21,Ukraine
Male,18-21,Ukraine
Male,35-39,Ukraine
Male,30-34,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Male,35-39,Ukraine
Male,30-34,Ukraine
Female,40-44,Ukraine
Male,30-34,Ukraine
Female,22-24,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Female,22-24,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Prefer not to say,25-29,Ukraine
Female,30-34,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Male,40-44,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Female,18-21,Ukraine
Male,22-24,Ukraine
Male,35-39,Ukraine
Female,35-39,Ukraine
Male,18-21,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Prefer not to say,18-21,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Female,25-29,Ukraine
Male,45-49,Ukraine
Male,40-44,Ukraine
Male,22-24,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Female,30-34,Ukraine
Male,40-44,Ukraine
Male,45-49,Ukraine
Female,18-21,Ukraine
Male,18-21,Ukraine
Female,25-29,Ukraine
Male,30-34,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,45-49,Ukraine
Male,22-24,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Male,30-34,Ukraine
Female,45-49,Ukraine
Male,22-24,Ukraine
Female,22-24,Ukraine
Male,22-24,Ukraine
Male,22-24,Ukraine
Male,50-54,Ukraine
Male,30-34,Ukraine
Male,30-34,Ukraine
Male,40-44,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Male,45-49,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,22-24,Ukraine
Male,50-54,Ukraine
Male,22-24,Ukraine
Male,35-39,Ukraine
Female,22-24,Ukraine
Male,30-34,Ukraine
Female,18-21,Ukraine
Male,25-29,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Female,25-29,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Female,30-34,Ukraine
Female,22-24,Ukraine
Female,25-29,Ukraine
Male,35-39,Ukraine
Male,25-29,Ukraine
Female,70-79,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,22-24,Ukraine
Male,50-54,Ukraine
Male,35-39,Ukraine
Male,25-29,Ukraine
Male,40-44,Ukraine
Male,22-24,Ukraine
Male,25-29,Ukraine
Male,40-44,Ukraine
Male,25-29,Ukraine
Male,25-29,Ukraine
Male,25-29,Ukraine
Male,35-39,Ukraine
Female,22-24,Ukraine
Male,50-54,Ukraine
Male,30-34,Ukraine
Male,30-34,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Female,25-29,Ukraine
Male,50-54,Ukraine
Male,40-44,Ukraine
Male,50-54,Ukraine
Male,30-34,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,25-29,Ukraine
Male,50-54,Ukraine
Male,40-44,Ukraine
Male,22-24,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Male,30-34,Ukraine
Male,35-39,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Male,22-24,Ukraine
Female,22-24,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Male,40-44,Ukraine
Male,25-29,Ukraine
Male,40-44,Ukraine
Female,45-49,Ukraine
Male,25-29,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Male,35-39,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,22-24,Ukraine
Male,22-24,Ukraine
Male,35-39,Ukraine
Male,40-44,Ukraine
Male,22-24,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Male,22-24,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,22-24,Ukraine
Male,18-21,Ukraine
Male,35-39,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Male,45-49,Ukraine
Male,18-21,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Male,35-39,Ukraine
Male,30-34,Ukraine
Male,30-34,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,25-29,Ukraine
Male,18-21,Ukraine
Female,18-21,Ukraine
Male,40-44,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Male,45-49,Ukraine
Male,25-29,Ukraine
Male,30-34,Ukraine
Male,30-34,Ukraine
Male,35-39,Ukraine
Female,30-34,Ukraine
Male,25-29,Ukraine
Male,30-34,Ukraine
Male,25-29,Ukraine
Female,22-24,Ukraine
Male,30-34,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Male,18-21,Ukraine
Female,50-54,Ukraine
Prefer not to say,25-29,Ukraine
Male,45-49,Ukraine
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Female,45-49,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,70-79,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,70-79,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Female,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Prefer not to say,80+,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,80+,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Female,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Female,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Female,50-54,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Female,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Prefer not to say,50-54,United Kingdom of Great Britain and Northern Ireland
Female,50-54,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Prefer not to say,45-49,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Female,40-44,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Female,40-44,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Female,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,60-69,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Prefer not to say,50-54,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Prefer not to say,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,40-44,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,50-54,United Kingdom of Great Britain and Northern Ireland
Female,40-44,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Male,35-39,United Kingdom of Great Britain and Northern Ireland
Male,45-49,United Kingdom of Great Britain and Northern Ireland
Female,45-49,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Female,55-59,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Female,35-39,United Kingdom of Great Britain and Northern Ireland
Male,55-59,United Kingdom of Great Britain and Northern Ireland
Prefer to self-describe,55-59,United Kingdom of Great Britain and Northern Ireland
Female,55-59,United Kingdom of Great Britain and Northern Ireland
Male,80+,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Prefer not to say,25-29,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,22-24,United Kingdom of Great Britain and Northern Ireland
Female,18-21,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,18-21,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,22-24,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Prefer to self-describe,30-34,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Female,18-21,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,22-24,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Female,22-24,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,22-24,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Female,22-24,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,22-24,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,18-21,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Female,18-21,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Female,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Female,30-34,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,30-34,United Kingdom of Great Britain and Northern Ireland
Female,22-24,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
Male,25-29,United Kingdom of Great Britain and Northern Ireland
